State,Category,Region,Year,Quarter,RegisteredUsers
kerala,districts,thiruvananthapuram,2018,2,115732
kerala,districts,malappuram,2018,2,110526
kerala,districts,kozhikode,2018,2,110167
kerala,districts,thrissur,2018,2,91046
kerala,districts,kannur,2018,2,72388
kerala,districts,palakkad,2018,2,71303
kerala,districts,kottayam,2018,2,60088
kerala,districts,kollam,2018,2,59777
kerala,districts,alappuzha,2018,2,54864
kerala,pincodes,682042,2018,2,8512
kerala,pincodes,682024,2018,2,7234
kerala,pincodes,695001,2018,2,6380
kerala,pincodes,682025,2018,2,6000
kerala,pincodes,682020,2018,2,5919
kerala,pincodes,682035,2018,2,5368
kerala,pincodes,682032,2018,2,5259
kerala,pincodes,673032,2018,2,5180
kerala,pincodes,682301,2018,2,4777
kerala,pincodes,673016,2018,2,4453
kerala,districts,ernakulam,2018,3,263779
kerala,districts,thiruvananthapuram,2018,3,147475
kerala,districts,kozhikode,2018,3,136469
kerala,districts,malappuram,2018,3,134338
kerala,districts,thrissur,2018,3,115170
kerala,districts,kannur,2018,3,91537
kerala,districts,palakkad,2018,3,91071
kerala,districts,kottayam,2018,3,77331
kerala,districts,kollam,2018,3,77192
kerala,districts,alappuzha,2018,3,71052
kerala,pincodes,682042,2018,3,10303
kerala,pincodes,682024,2018,3,8834
kerala,pincodes,695001,2018,3,8200
kerala,pincodes,682025,2018,3,7465
kerala,pincodes,682020,2018,3,7403
kerala,pincodes,682035,2018,3,6581
kerala,pincodes,682032,2018,3,6579
kerala,pincodes,673032,2018,3,6247
kerala,pincodes,682301,2018,3,5932
kerala,pincodes,673016,2018,3,5432
kerala,districts,ernakulam,2018,4,341257
kerala,districts,thiruvananthapuram,2018,4,194677
kerala,districts,kozhikode,2018,4,176204
kerala,districts,malappuram,2018,4,172300
kerala,districts,thrissur,2018,4,151138
kerala,districts,palakkad,2018,4,118587
kerala,districts,kannur,2018,4,117999
kerala,districts,kollam,2018,4,102686
kerala,districts,kottayam,2018,4,100756
kerala,districts,alappuzha,2018,4,93494
kerala,pincodes,682042,2018,4,13083
kerala,pincodes,682024,2018,4,11303
kerala,pincodes,695001,2018,4,10807
kerala,pincodes,682025,2018,4,9628
kerala,pincodes,682020,2018,4,9576
kerala,pincodes,682032,2018,4,8669
kerala,pincodes,682035,2018,4,8594
kerala,pincodes,673032,2018,4,8058
kerala,pincodes,682301,2018,4,7732
kerala,pincodes,673004,2018,4,6853
kerala,districts,ernakulam,2019,1,409812
kerala,districts,thiruvananthapuram,2019,1,239634
kerala,districts,kozhikode,2019,1,212403
kerala,districts,malappuram,2019,1,206857
kerala,districts,thrissur,2019,1,184516
kerala,districts,palakkad,2019,1,145211
kerala,districts,kannur,2019,1,143289
kerala,districts,kollam,2019,1,125697
kerala,districts,kottayam,2019,1,121975
kerala,districts,alappuzha,2019,1,114882
kerala,pincodes,682042,2019,1,15428
kerala,pincodes,682024,2019,1,13454
kerala,pincodes,695001,2019,1,13156
kerala,pincodes,682025,2019,1,11515
kerala,pincodes,682020,2019,1,11406
kerala,pincodes,682035,2019,1,10441
kerala,pincodes,682032,2019,1,10331
kerala,pincodes,673032,2019,1,9504
kerala,pincodes,682301,2019,1,9471
kerala,pincodes,673004,2019,1,8130
kerala,districts,ernakulam,2019,2,479320
kerala,districts,thiruvananthapuram,2019,2,288292
kerala,districts,kozhikode,2019,2,251348
kerala,districts,malappuram,2019,2,243384
kerala,districts,thrissur,2019,2,220648
kerala,districts,palakkad,2019,2,174037
kerala,districts,kannur,2019,2,172894
kerala,districts,kollam,2019,2,152841
kerala,districts,kottayam,2019,2,145387
kerala,districts,alappuzha,2019,2,139046
kerala,pincodes,682042,2019,2,17514
kerala,pincodes,695001,2019,2,15525
kerala,pincodes,682024,2019,2,15397
kerala,pincodes,682025,2019,2,13311
kerala,pincodes,682020,2019,2,13276
kerala,pincodes,682035,2019,2,12409
kerala,pincodes,682032,2019,2,11984
kerala,pincodes,673032,2019,2,11095
kerala,pincodes,682301,2019,2,11074
kerala,pincodes,673016,2019,2,9775
kerala,districts,ernakulam,2019,3,553200
kerala,districts,thiruvananthapuram,2019,3,340900
kerala,districts,kozhikode,2019,3,294333
kerala,districts,malappuram,2019,3,282514
kerala,districts,thrissur,2019,3,259366
kerala,districts,kannur,2019,3,204129
kerala,districts,palakkad,2019,3,202761
kerala,districts,kollam,2019,3,183743
kerala,districts,kottayam,2019,3,169581
kerala,districts,alappuzha,2019,3,166845
kerala,pincodes,682042,2019,3,19670
kerala,pincodes,695001,2019,3,18084
kerala,pincodes,682024,2019,3,17413
kerala,pincodes,682025,2019,3,15371
kerala,pincodes,682020,2019,3,15188
kerala,pincodes,682035,2019,3,14451
kerala,pincodes,682032,2019,3,13667
kerala,pincodes,673032,2019,3,12880
kerala,pincodes,682301,2019,3,12671
kerala,pincodes,673016,2019,3,11696
kerala,districts,ernakulam,2019,4,633101
kerala,districts,thiruvananthapuram,2019,4,400110
kerala,districts,kozhikode,2019,4,345534
kerala,districts,malappuram,2019,4,333816
kerala,districts,thrissur,2019,4,302503
kerala,districts,kannur,2019,4,240296
kerala,districts,palakkad,2019,4,237650
kerala,districts,kollam,2019,4,221687
kerala,districts,alappuzha,2019,4,198940
kerala,districts,kottayam,2019,4,197540
kerala,pincodes,682042,2019,4,22058
kerala,pincodes,695001,2019,4,20669
kerala,pincodes,682024,2019,4,19609
kerala,pincodes,682025,2019,4,17548
kerala,pincodes,682020,2019,4,17137
kerala,pincodes,682035,2019,4,16535
kerala,pincodes,682032,2019,4,15426
kerala,pincodes,673032,2019,4,14691
kerala,pincodes,682301,2019,4,14302
kerala,pincodes,673016,2019,4,13376
kerala,districts,ernakulam,2020,1,716945
kerala,districts,thiruvananthapuram,2020,1,466301
kerala,districts,kozhikode,2020,1,404139
kerala,districts,malappuram,2020,1,387405
kerala,districts,thrissur,2020,1,349437
kerala,districts,kannur,2020,1,282719
kerala,districts,palakkad,2020,1,277861
kerala,districts,kollam,2020,1,265751
kerala,districts,alappuzha,2020,1,235048
kerala,districts,kottayam,2020,1,229263
kerala,pincodes,682042,2020,1,24196
kerala,pincodes,695001,2020,1,23318
kerala,pincodes,682024,2020,1,21814
kerala,pincodes,682025,2020,1,19682
kerala,pincodes,682020,2020,1,19029
kerala,pincodes,682035,2020,1,18386
kerala,pincodes,682032,2020,1,17081
kerala,pincodes,673032,2020,1,16527
kerala,pincodes,682301,2020,1,15989
kerala,pincodes,670645,2020,1,15732
kerala,districts,ernakulam,2020,2,798771
kerala,districts,thiruvananthapuram,2020,2,536574
kerala,districts,kozhikode,2020,2,469436
kerala,districts,malappuram,2020,2,445757
kerala,districts,thrissur,2020,2,403662
kerala,districts,kannur,2020,2,338685
kerala,districts,palakkad,2020,2,324519
kerala,districts,kollam,2020,2,318727
kerala,districts,alappuzha,2020,2,274531
kerala,districts,kottayam,2020,2,265591
kerala,pincodes,682042,2020,2,25856
kerala,pincodes,695001,2020,2,25442
kerala,pincodes,682024,2020,2,23419
kerala,pincodes,682025,2020,2,21261
kerala,pincodes,682020,2020,2,20457
kerala,pincodes,682035,2020,2,19671
kerala,pincodes,670645,2020,2,18592
kerala,pincodes,682032,2020,2,18399
kerala,pincodes,673032,2020,2,18059
kerala,pincodes,682301,2020,2,17516
kerala,districts,ernakulam,2020,3,917356
kerala,districts,thiruvananthapuram,2020,3,624681
kerala,districts,kozhikode,2020,3,554275
kerala,districts,malappuram,2020,3,533108
kerala,districts,thrissur,2020,3,479671
kerala,districts,kannur,2020,3,400107
kerala,districts,kollam,2020,3,385866
kerala,districts,palakkad,2020,3,384712
kerala,districts,alappuzha,2020,3,330393
kerala,districts,kottayam,2020,3,311954
kerala,pincodes,682042,2020,3,28485
kerala,pincodes,695001,2020,3,28191
kerala,pincodes,682024,2020,3,26104
kerala,pincodes,682025,2020,3,23781
kerala,pincodes,682020,2020,3,22893
kerala,pincodes,682035,2020,3,21786
kerala,pincodes,670645,2020,3,21694
kerala,pincodes,682032,2020,3,20470
kerala,pincodes,673032,2020,3,20253
kerala,pincodes,682301,2020,3,20008
kerala,districts,ernakulam,2020,4,1039584
kerala,districts,thiruvananthapuram,2020,4,708948
kerala,districts,kozhikode,2020,4,635320
kerala,districts,malappuram,2020,4,619218
kerala,districts,thrissur,2020,4,548425
kerala,districts,kannur,2020,4,457911
kerala,districts,kollam,2020,4,442546
kerala,districts,palakkad,2020,4,439597
kerala,districts,alappuzha,2020,4,377772
kerala,districts,kottayam,2020,4,357079
kerala,pincodes,682042,2020,4,31620
kerala,pincodes,695001,2020,4,31411
kerala,pincodes,682024,2020,4,29392
kerala,pincodes,682025,2020,4,26893
kerala,pincodes,682020,2020,4,25856
kerala,pincodes,670645,2020,4,24709
kerala,pincodes,682035,2020,4,24248
kerala,pincodes,682032,2020,4,22958
kerala,pincodes,673032,2020,4,22837
kerala,pincodes,673592,2020,4,22730
kerala,districts,ernakulam,2021,1,1126122
kerala,districts,thiruvananthapuram,2021,1,767813
kerala,districts,kozhikode,2021,1,691148
kerala,districts,malappuram,2021,1,676242
kerala,districts,thrissur,2021,1,594589
kerala,districts,kannur,2021,1,496955
kerala,districts,kollam,2021,1,480459
kerala,districts,palakkad,2021,1,477868
kerala,districts,alappuzha,2021,1,410141
kerala,districts,kottayam,2021,1,387696
kerala,pincodes,682042,2021,1,34103
kerala,pincodes,695001,2021,1,33913
kerala,pincodes,682024,2021,1,31763
kerala,pincodes,682025,2021,1,29029
kerala,pincodes,682020,2021,1,27924
kerala,pincodes,670645,2021,1,26911
kerala,pincodes,682035,2021,1,26156
kerala,pincodes,673592,2021,1,24788
kerala,pincodes,673032,2021,1,24778
kerala,pincodes,682032,2021,1,24752
kerala,districts,ernakulam,2021,2,1203623
kerala,districts,thiruvananthapuram,2021,2,820485
kerala,districts,kozhikode,2021,2,737623
kerala,districts,malappuram,2021,2,722597
kerala,districts,thrissur,2021,2,635598
kerala,districts,kannur,2021,2,530657
kerala,districts,kollam,2021,2,513820
kerala,districts,palakkad,2021,2,511298
kerala,districts,alappuzha,2021,2,438924
kerala,districts,kottayam,2021,2,415007
kerala,pincodes,682042,2021,2,36378
kerala,pincodes,695001,2021,2,36185
kerala,pincodes,682024,2021,2,33834
kerala,pincodes,682025,2021,2,30965
kerala,pincodes,682020,2021,2,29826
kerala,pincodes,670645,2021,2,28806
kerala,pincodes,682035,2021,2,27927
kerala,pincodes,673592,2021,2,26554
kerala,pincodes,682032,2021,2,26390
kerala,pincodes,673032,2021,2,26355
kerala,districts,ernakulam,2021,3,1289089
kerala,districts,thiruvananthapuram,2021,3,878444
kerala,districts,kozhikode,2021,3,789078
kerala,districts,malappuram,2021,3,773963
kerala,districts,thrissur,2021,3,681187
kerala,districts,kannur,2021,3,568613
kerala,districts,kollam,2021,3,551267
kerala,districts,palakkad,2021,3,548776
kerala,districts,alappuzha,2021,3,471228
kerala,districts,kottayam,2021,3,445540
kerala,pincodes,682042,2021,3,38880
kerala,pincodes,695001,2021,3,38710
kerala,pincodes,682024,2021,3,36108
kerala,pincodes,682025,2021,3,33080
kerala,pincodes,682020,2021,3,31859
kerala,pincodes,670645,2021,3,30931
kerala,pincodes,682035,2021,3,29804
kerala,pincodes,673592,2021,3,28563
kerala,pincodes,682032,2021,3,28166
kerala,pincodes,673032,2021,3,28073
kerala,districts,ernakulam,2021,4,1374081
kerala,districts,thiruvananthapuram,2021,4,935705
kerala,districts,kozhikode,2021,4,839678
kerala,districts,malappuram,2021,4,824018
kerala,districts,thrissur,2021,4,725878
kerala,districts,kannur,2021,4,605576
kerala,districts,kollam,2021,4,588254
kerala,districts,palakkad,2021,4,585306
kerala,districts,alappuzha,2021,4,503589
kerala,districts,kottayam,2021,4,475496
kerala,pincodes,682042,2021,4,41448
kerala,pincodes,695001,2021,4,41207
kerala,pincodes,682024,2021,4,38351
kerala,pincodes,682025,2021,4,35172
kerala,pincodes,682020,2021,4,33886
kerala,pincodes,670645,2021,4,32968
kerala,pincodes,682035,2021,4,31716
kerala,pincodes,673592,2021,4,30447
kerala,pincodes,682032,2021,4,30009
kerala,pincodes,673032,2021,4,29788
kerala,districts,ernakulam,2022,1,1454447
kerala,districts,thiruvananthapuram,2022,1,989791
kerala,districts,kozhikode,2022,1,887215
kerala,districts,malappuram,2022,1,871127
kerala,districts,thrissur,2022,1,768604
kerala,districts,kannur,2022,1,640842
kerala,districts,kollam,2022,1,623472
kerala,districts,palakkad,2022,1,620428
kerala,districts,alappuzha,2022,1,534116
kerala,districts,kottayam,2022,1,504349
kerala,pincodes,682042,2022,1,43832
kerala,pincodes,695001,2022,1,43506
kerala,pincodes,682024,2022,1,40513
kerala,pincodes,682025,2022,1,37172
kerala,pincodes,682020,2022,1,35790
kerala,pincodes,670645,2022,1,34974
kerala,pincodes,682035,2022,1,33556
kerala,pincodes,673592,2022,1,32286
kerala,pincodes,682032,2022,1,31679
kerala,pincodes,682301,2022,1,31551
kerala,districts,ernakulam,2022,2,1531113
kerala,districts,thiruvananthapuram,2022,2,1041643
kerala,districts,kozhikode,2022,2,932060
kerala,districts,malappuram,2022,2,915204
kerala,districts,thrissur,2022,2,808727
kerala,districts,kannur,2022,2,673887
kerala,districts,kollam,2022,2,657033
kerala,districts,palakkad,2022,2,653051
kerala,districts,alappuzha,2022,2,563253
kerala,districts,kottayam,2022,2,531625
kerala,pincodes,682042,2022,2,46049
kerala,pincodes,695001,2022,2,45760
kerala,pincodes,682024,2022,2,42517
kerala,pincodes,682025,2022,2,39062
kerala,pincodes,682020,2022,2,37658
kerala,pincodes,670645,2022,2,36777
kerala,pincodes,682035,2022,2,35277
kerala,pincodes,673592,2022,2,33986
kerala,pincodes,682032,2022,2,33271
kerala,pincodes,682301,2022,2,33154
kerala,districts,ernakulam,2022,3,1611052
kerala,districts,thiruvananthapuram,2022,3,1095580
kerala,districts,kozhikode,2022,3,978992
kerala,districts,malappuram,2022,3,961854
kerala,districts,thrissur,2022,3,851462
kerala,districts,kannur,2022,3,708205
kerala,districts,kollam,2022,3,692226
kerala,districts,palakkad,2022,3,687131
kerala,districts,alappuzha,2022,3,593932
kerala,districts,kottayam,2022,3,560099
kerala,pincodes,682042,2022,3,48385
kerala,pincodes,695001,2022,3,48080
kerala,pincodes,682024,2022,3,44605
kerala,pincodes,682025,2022,3,41047
kerala,pincodes,682020,2022,3,39537
kerala,pincodes,670645,2022,3,38662
kerala,pincodes,682035,2022,3,37065
kerala,pincodes,673592,2022,3,35697
kerala,pincodes,682032,2022,3,34936
kerala,pincodes,682301,2022,3,34880
kerala,districts,ernakulam,2022,4,1687311
kerala,districts,thiruvananthapuram,2022,4,1146770
kerala,districts,kozhikode,2022,4,1022289
kerala,districts,malappuram,2022,4,1003617
kerala,districts,thrissur,2022,4,889949
kerala,districts,kannur,2022,4,738843
kerala,districts,kollam,2022,4,724767
kerala,districts,palakkad,2022,4,717320
kerala,districts,alappuzha,2022,4,622234
kerala,districts,kottayam,2022,4,585546
kerala,pincodes,682042,2022,4,50726
kerala,pincodes,695001,2022,4,50448
kerala,pincodes,682024,2022,4,46703
kerala,pincodes,682025,2022,4,42979
kerala,pincodes,682020,2022,4,41421
kerala,pincodes,670645,2022,4,40256
kerala,pincodes,682035,2022,4,38857
kerala,pincodes,673592,2022,4,37241
kerala,pincodes,682032,2022,4,36609
kerala,pincodes,682301,2022,4,36567
kerala,districts,ernakulam,2023,1,1760620
kerala,districts,thiruvananthapuram,2023,1,1196164
kerala,districts,kozhikode,2023,1,1063764
kerala,districts,malappuram,2023,1,1043945
kerala,districts,thrissur,2023,1,927648
kerala,districts,kannur,2023,1,769407
kerala,districts,kollam,2023,1,756282
kerala,districts,palakkad,2023,1,747944
kerala,districts,alappuzha,2023,1,649660
kerala,districts,kottayam,2023,1,611048
kerala,pincodes,682042,2023,1,52947
kerala,pincodes,695001,2023,1,52622
kerala,pincodes,682024,2023,1,48663
kerala,pincodes,682025,2023,1,44808
kerala,pincodes,682020,2023,1,43203
kerala,pincodes,670645,2023,1,41939
kerala,pincodes,682035,2023,1,40564
kerala,pincodes,673592,2023,1,38815
kerala,pincodes,682301,2023,1,38160
kerala,pincodes,682032,2023,1,38133
kerala,districts,ernakulam,2023,2,1826879
kerala,districts,thiruvananthapuram,2023,2,1241042
kerala,districts,kozhikode,2023,2,1102669
kerala,districts,malappuram,2023,2,1082848
kerala,districts,thrissur,2023,2,963142
kerala,districts,kannur,2023,2,798378
kerala,districts,kollam,2023,2,786161
kerala,districts,palakkad,2023,2,777224
kerala,districts,alappuzha,2023,2,675625
kerala,districts,kottayam,2023,2,635322
kerala,pincodes,682042,2023,2,54820
kerala,pincodes,695001,2023,2,54455
kerala,pincodes,682024,2023,2,50392
kerala,pincodes,682025,2023,2,46400
kerala,pincodes,682020,2023,2,44692
kerala,pincodes,670645,2023,2,43529
kerala,pincodes,682035,2023,2,41999
kerala,pincodes,673592,2023,2,40332
kerala,pincodes,682301,2023,2,39558
kerala,pincodes,682032,2023,2,39475
kerala,districts,ernakulam,2023,3,1897604
kerala,districts,thiruvananthapuram,2023,3,1288756
kerala,districts,kozhikode,2023,3,1142968
kerala,districts,malappuram,2023,3,1122286
kerala,districts,thrissur,2023,3,1000321
kerala,districts,kannur,2023,3,828310
kerala,districts,kollam,2023,3,817493
kerala,districts,palakkad,2023,3,807530
kerala,districts,alappuzha,2023,3,702662
kerala,districts,kottayam,2023,3,660585
kerala,pincodes,682042,2023,3,56858
kerala,pincodes,695001,2023,3,55398
kerala,pincodes,682024,2023,3,52272
kerala,pincodes,682025,2023,3,48077
kerala,pincodes,682020,2023,3,46356
kerala,pincodes,670645,2023,3,45257
kerala,pincodes,682035,2023,3,43525
kerala,pincodes,673592,2023,3,41858
kerala,pincodes,682301,2023,3,41067
kerala,pincodes,682032,2023,3,40897
kerala,districts,ernakulam,2023,4,1964544
kerala,districts,thiruvananthapuram,2023,4,1334950
kerala,districts,kozhikode,2023,4,1181172
kerala,districts,malappuram,2023,4,1160238
kerala,districts,thrissur,2023,4,1036542
kerala,districts,kannur,2023,4,857051
kerala,districts,kollam,2023,4,847768
kerala,districts,palakkad,2023,4,836952
kerala,districts,alappuzha,2023,4,728812
kerala,districts,kottayam,2023,4,685268
kerala,pincodes,682042,2023,4,58777
kerala,pincodes,695001,2023,4,58442
kerala,pincodes,682024,2023,4,53952
kerala,pincodes,682025,2023,4,49663
kerala,pincodes,682020,2023,4,47879
kerala,pincodes,670645,2023,4,46867
kerala,pincodes,682035,2023,4,44934
kerala,pincodes,673592,2023,4,43307
kerala,pincodes,682301,2023,4,42463
kerala,pincodes,682032,2023,4,42282
kerala,districts,ernakulam,2024,1,2040327
kerala,districts,thiruvananthapuram,2024,1,1385762
kerala,districts,kozhikode,2024,1,1225291
kerala,districts,malappuram,2024,1,1204103
kerala,districts,thrissur,2024,1,1077037
kerala,districts,kannur,2024,1,889736
kerala,districts,kollam,2024,1,881620
kerala,districts,palakkad,2024,1,869821
kerala,districts,alappuzha,2024,1,758068
kerala,districts,kottayam,2024,1,712753
kerala,pincodes,682042,2024,1,60930
kerala,pincodes,695001,2024,1,60600
kerala,pincodes,682024,2024,1,55882
kerala,pincodes,682025,2024,1,51465
kerala,pincodes,682020,2024,1,49665
kerala,pincodes,670645,2024,1,48655
kerala,pincodes,682035,2024,1,46619
kerala,pincodes,673592,2024,1,45026
kerala,pincodes,682301,2024,1,44067
kerala,pincodes,682032,2024,1,43845
kerala,districts,ernakulam,2024,2,2114463
kerala,districts,thiruvananthapuram,2024,2,1436717
kerala,districts,kozhikode,2024,2,1267997
kerala,districts,malappuram,2024,2,1245343
kerala,districts,thrissur,2024,2,1115980
kerala,districts,kannur,2024,2,921059
kerala,districts,kollam,2024,2,913913
kerala,districts,palakkad,2024,2,902163
kerala,districts,alappuzha,2024,2,786309
kerala,districts,kottayam,2024,2,739199
kerala,pincodes,682042,2024,2,63130
kerala,pincodes,695001,2024,2,62788
kerala,pincodes,682024,2024,2,57853
kerala,pincodes,682025,2024,2,53320
kerala,pincodes,682020,2024,2,51420
kerala,pincodes,670645,2024,2,50475
kerala,pincodes,682035,2024,2,48263
kerala,pincodes,673592,2024,2,46732
kerala,pincodes,682301,2024,2,45712
kerala,pincodes,682032,2024,2,45351
kerala,districts,ernakulam,2024,3,2119728
kerala,districts,malappuram,2024,3,1444707
kerala,districts,thiruvananthapuram,2024,3,1401819
kerala,districts,kozhikode,2024,3,1335361
kerala,districts,thrissur,2024,3,1082800
kerala,districts,kannur,2024,3,941166
kerala,districts,kollam,2024,3,924587
kerala,districts,palakkad,2024,3,911039
kerala,districts,alappuzha,2024,3,758331
kerala,districts,kottayam,2024,3,729324
kerala,pincodes,682024,2024,3,85642
kerala,pincodes,682025,2024,3,63788
kerala,pincodes,682017,2024,3,59886
kerala,pincodes,670645,2024,3,51472
kerala,pincodes,673592,2024,3,50622
kerala,pincodes,695001,2024,3,50489
kerala,pincodes,673008,2024,3,49231
kerala,pincodes,682030,2024,3,48727
kerala,pincodes,683561,2024,3,48640
kerala,pincodes,682019,2024,3,47963
kerala,districts,ernakulam,2024,4,2185070
kerala,districts,malappuram,2024,4,1493179
kerala,districts,thiruvananthapuram,2024,4,1445205
kerala,districts,kozhikode,2024,4,1375990
kerala,districts,thrissur,2024,4,1116356
kerala,districts,kannur,2024,4,970977
kerala,districts,kollam,2024,4,953446
kerala,districts,palakkad,2024,4,939984
kerala,districts,alappuzha,2024,4,781471
kerala,districts,kottayam,2024,4,752578
kerala,pincodes,682024,2024,4,88371
kerala,pincodes,682025,2024,4,65894
kerala,pincodes,682017,2024,4,61779
kerala,pincodes,670645,2024,4,53182
kerala,pincodes,673592,2024,4,52264
kerala,pincodes,695001,2024,4,52232
kerala,pincodes,673008,2024,4,50595
kerala,pincodes,682030,2024,4,50428
kerala,pincodes,683561,2024,4,50009
kerala,pincodes,682019,2024,4,49494
ladakh,districts,leh ladakh,2018,1,7255
ladakh,districts,kargil,2018,1,1529
ladakh,pincodes,194104,2018,1,2329
ladakh,pincodes,194101,2018,1,1584
ladakh,pincodes,194201,2018,1,1397
ladakh,pincodes,194401,2018,1,670
ladakh,pincodes,194107,2018,1,641
ladakh,pincodes,194103,2018,1,458
ladakh,pincodes,194102,2018,1,353
ladakh,pincodes,194105,2018,1,259
ladakh,pincodes,194106,2018,1,255
ladakh,pincodes,194703,2018,1,241
ladakh,districts,leh ladakh,2018,2,10733
ladakh,districts,kargil,2018,2,2185
ladakh,pincodes,194104,2018,2,3343
ladakh,pincodes,194101,2018,2,2388
ladakh,pincodes,194201,2018,2,2112
ladakh,pincodes,194107,2018,2,984
ladakh,pincodes,194401,2018,2,943
ladakh,pincodes,194103,2018,2,655
ladakh,pincodes,194102,2018,2,511
ladakh,pincodes,194105,2018,2,361
ladakh,pincodes,194106,2018,2,357
ladakh,pincodes,194703,2018,2,342
ladakh,districts,leh ladakh,2018,3,14617
ladakh,districts,kargil,2018,3,3132
ladakh,pincodes,194104,2018,3,4461
ladakh,pincodes,194101,2018,3,3292
ladakh,pincodes,194201,2018,3,2882
ladakh,pincodes,194107,2018,3,1385
ladakh,pincodes,194401,2018,3,1264
ladakh,pincodes,194103,2018,3,976
ladakh,pincodes,194102,2018,3,717
ladakh,pincodes,194105,2018,3,534
ladakh,pincodes,194106,2018,3,519
ladakh,pincodes,194703,2018,3,468
ladakh,districts,leh ladakh,2018,4,19447
ladakh,districts,kargil,2018,4,4436
ladakh,pincodes,194104,2018,4,5767
ladakh,pincodes,194101,2018,4,4561
ladakh,pincodes,194201,2018,4,3824
ladakh,pincodes,194107,2018,4,1913
ladakh,pincodes,194401,2018,4,1632
ladakh,pincodes,194103,2018,4,1460
ladakh,pincodes,194102,2018,4,970
ladakh,pincodes,194105,2018,4,800
ladakh,pincodes,194106,2018,4,706
ladakh,pincodes,194703,2018,4,640
ladakh,districts,leh ladakh,2019,1,23891
ladakh,districts,kargil,2019,1,5758
ladakh,pincodes,194104,2019,1,6985
ladakh,pincodes,194101,2019,1,5676
ladakh,pincodes,194201,2019,1,4722
ladakh,pincodes,194107,2019,1,2336
ladakh,pincodes,194401,2019,1,1998
ladakh,pincodes,194103,2019,1,1938
ladakh,pincodes,194102,2019,1,1275
ladakh,pincodes,194105,2019,1,1020
ladakh,pincodes,194106,2019,1,902
ladakh,pincodes,194703,2019,1,788
ladakh,districts,leh ladakh,2019,2,28390
ladakh,districts,kargil,2019,2,7126
ladakh,pincodes,194104,2019,2,8074
ladakh,pincodes,194101,2019,2,6990
ladakh,pincodes,194201,2019,2,5567
ladakh,pincodes,194107,2019,2,2793
ladakh,pincodes,194103,2019,2,2432
ladakh,pincodes,194401,2019,2,2390
ladakh,pincodes,194102,2019,2,1584
ladakh,pincodes,194105,2019,2,1258
ladakh,pincodes,194106,2019,2,1097
ladakh,pincodes,194703,2019,2,949
ladakh,districts,leh ladakh,2019,3,31455
ladakh,districts,kargil,2019,3,7718
ladakh,pincodes,194104,2019,3,8972
ladakh,pincodes,194101,2019,3,7968
ladakh,pincodes,194201,2019,3,6210
ladakh,pincodes,194107,2019,3,3004
ladakh,pincodes,194103,2019,3,2647
ladakh,pincodes,194401,2019,3,2601
ladakh,pincodes,194102,2019,3,1723
ladakh,pincodes,194105,2019,3,1386
ladakh,pincodes,194106,2019,3,1162
ladakh,pincodes,194703,2019,3,1014
ladakh,districts,leh ladakh,2019,4,34770
ladakh,districts,kargil,2019,4,8338
ladakh,pincodes,194104,2019,4,9875
ladakh,pincodes,194101,2019,4,8791
ladakh,pincodes,194201,2019,4,6838
ladakh,pincodes,194107,2019,4,3321
ladakh,pincodes,194401,2019,4,2945
ladakh,pincodes,194103,2019,4,2850
ladakh,pincodes,194102,2019,4,1873
ladakh,pincodes,194105,2019,4,1501
ladakh,pincodes,194106,2019,4,1304
ladakh,pincodes,194703,2019,4,1054
ladakh,districts,leh ladakh,2020,1,38079
ladakh,districts,kargil,2020,1,9711
ladakh,pincodes,194104,2020,1,10826
ladakh,pincodes,194101,2020,1,9668
ladakh,pincodes,194201,2020,1,7470
ladakh,pincodes,194107,2020,1,3617
ladakh,pincodes,194103,2020,1,3320
ladakh,pincodes,194401,2020,1,3216
ladakh,pincodes,194102,2020,1,2152
ladakh,pincodes,194105,2020,1,1776
ladakh,pincodes,194106,2020,1,1403
ladakh,pincodes,194703,2020,1,1207
ladakh,districts,leh ladakh,2020,2,41782
ladakh,districts,kargil,2020,2,11252
ladakh,pincodes,194104,2020,2,11904
ladakh,pincodes,194101,2020,2,10546
ladakh,pincodes,194201,2020,2,8273
ladakh,pincodes,194107,2020,2,3957
ladakh,pincodes,194103,2020,2,3885
ladakh,pincodes,194401,2020,2,3519
ladakh,pincodes,194102,2020,2,2449
ladakh,pincodes,194105,2020,2,2060
ladakh,pincodes,194106,2020,2,1518
ladakh,pincodes,194703,2020,2,1358
ladakh,districts,leh ladakh,2020,3,45587
ladakh,districts,kargil,2020,3,12814
ladakh,pincodes,194104,2020,3,13038
ladakh,pincodes,194101,2020,3,11446
ladakh,pincodes,194201,2020,3,8999
ladakh,pincodes,194103,2020,3,4416
ladakh,pincodes,194107,2020,3,4322
ladakh,pincodes,194401,2020,3,3865
ladakh,pincodes,194102,2020,3,2748
ladakh,pincodes,194105,2020,3,2360
ladakh,pincodes,194106,2020,3,1661
ladakh,pincodes,194703,2020,3,1526
ladakh,districts,leh ladakh,2020,4,50252
ladakh,districts,kargil,2020,4,14601
ladakh,pincodes,194104,2020,4,14355
ladakh,pincodes,194101,2020,4,12651
ladakh,pincodes,194201,2020,4,9940
ladakh,pincodes,194103,2020,4,5069
ladakh,pincodes,194107,2020,4,4681
ladakh,pincodes,194401,2020,4,4313
ladakh,pincodes,194102,2020,4,3028
ladakh,pincodes,194105,2020,4,2673
